id,eng_anger,eng_joy,eng_trust,eng_sadness,eng_disgust,eng_fear,eng_anticipation,eng_surprise
0,-1.488669025829479,0.920816159155271,1.2740607264437465,-0.4267805378098101,-1.2037474440169678,-1.5955341720227276,-1.00398985988032,-0.8579175171151896
1,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
2,-1.8834435477743885,0.23343111793697,3.5475008411361446,-1.1001501653075143,-2.101932002315844,-1.0858685709980382,0.1770362159090303,-0.673468068578917
3,-1.716078768807819,3.2726489668734127,4.733067140875059,-1.587196247087707,-2.467392492446157,-1.1984590387149685,2.184704174671497,0.3144854510165753
4,-2.3214087795145124,0.9598701718498858,0.6746035902561947,-1.708988572515019,-2.204898537434421,-0.5594532462194358,0.7726346438631033,0.3393058858906527
5,-1.406231142703899,-0.5375800453990652,2.1122827758661256,-1.2788334794972145,-1.677525383148618,-0.3849744486701783,1.586306892877517,-0.3237629581862367
6,-2.075974021325444,0.3781429796338099,3.699772754541221,-2.2060896540386232,-2.348828079744885,-1.5599746536371073,2.7738278238369194,-0.4451528141416487
7,-0.0634975533681246,2.4306857625283045,1.042566526855272,2.6312230080302115,-0.3920015680094081,1.1496611635264835,0.1745535484185182,-0.9852330964557384
8,-1.7814970879615433,0.7105680017379672,1.2389257786622851,-1.077853393943444,-1.755146712166991,-0.3189375531046914,2.496349265758372,-1.019007069242468
9,-2.16952222894809,2.3403280168530958,3.87096457416579,-2.5181059921715736,-2.2980414377760088,-2.897923732714538,3.6201693485183646,-1.7993180833321485
10,-1.4393028468300872,-0.5691265620702859,3.0724836504085458,-0.7551344855298919,-1.7334305679188642,-1.4474742719645723,2.4204336473626125,-0.9491974782510662
11,-1.114099436525663,1.1467792063717248,2.543455130688828,-1.0016038502687548,-0.6997799871518103,-0.8984327906653605,1.7049858486761835,0.3047039913192402
12,-1.2971389304421164,-0.9489099815165024,2.178723096105472,-0.5489824838915263,-2.764580178700797,-0.3099643115924768,0.3631079155843357,0.1944830271371997
13,-1.1840426128056196,0.6735635245560362,3.5136610036002733,-2.406464636210253,-2.0720082880497284,-1.4024407851052445,-0.297212798658558,-0.4399011242477652
14,2.513023033979985,-2.1137481618283664,2.1933752570415512,0.8992230070358006,0.8186223314813464,1.7672602040193086,0.6590549997820415,-1.743034541087554
15,2.422724171492314,-0.722969499669131,2.009115817518905,-0.4006415401075018,-0.6997799871518103,1.2751949286863182,-0.3409971697352367,-0.5042446582008665
16,2.3492822947842584,-1.9775265955751329,1.507044158139442,-0.6218984729061797,-0.3301154368445073,0.2165481273769752,-0.8458501830846046,-0.3237629581862367
17,-1.8179290794002272,-1.563447643010702,0.7553106806996198,-0.5752925231111199,-1.9316805106097823,0.4514728446659806,0.2114822626690468,-0.5426242873490856
18,-0.5571969141456621,1.979201327796667,2.592907638378076,0.1987196014552349,-1.7334305679188642,-1.8914847848371408,2.969699981862449,-0.3049457961802067
19,0.0648417661469961,2.3932783437322955,4.146473070198592,0.200320770053751,-0.0877275202551833,-0.3550258608274408,1.7049858486761835,1.113652640839347
20,-2.0828204034888183,1.201816086637371,4.972364713495375,-2.5716312291239074,-2.363847761184513,-1.466717595245138,2.48410718281118,-0.4306755539402265
